代码,日期,买入价,卖出价,收益率
002258,2023-04-12,15.6,15.81,1.35
002258,2023-04-27,14.63,14.13,-3.42
600703,2001-10-17,10.02,9.5,-5.19
000605,2001-08-03,20.0,20.78,3.9
000605,2011-12-20,9.12,7.9,-13.38
605388,2024-06-13,5.85,5.69,-2.74
600682,2000-09-29,9.19,9.18,-0.11
600682,2004-07-29,7.58,7.87,3.83
603787,2023-09-01,14.05,13.87,-1.28
603787,2024-07-10,9.17,9.13,-0.44
603877,2023-11-03,15.65,16.0,2.24
000859,2001-08-31,10.02,9.81,-2.1
000859,2003-06-17,5.36,5.11,-4.66
688616,2022-05-05,9.47,9.88,4.33
688586,2022-10-19,16.6,17.61,6.08
688586,2023-06-13,12.2,14.24,16.72
600011,2013-06-21,5.47,5.34,-2.38
