代码,日期,买入价,卖出价,收益率
600841,2012-07-24,9.62,10.31,7.17
603108,2019-01-07,7.17,7.1,-0.98
600679,1994-03-11,10.2,11.5,12.75
600679,2002-01-25,22.45,22.95,2.23
600679,2002-05-28,17.12,17.18,0.35
600679,2004-08-25,7.12,6.8,-4.49
600679,2008-04-08,12.1,11.3,-6.61
002401,2011-12-09,14.69,14.3,-2.65
002401,2014-12-26,15.88,15.74,-0.88
002401,2018-06-25,9.32,9.79,5.04
002144,2011-01-21,15.85,15.86,0.06
002144,2017-05-26,16.62,16.75,0.78
002144,2017-05-31,16.63,17.12,2.95
002053,2012-07-19,7.43,7.3,-1.75
002053,2012-07-20,7.43,7.3,-1.75
002053,2017-06-29,12.31,13.5,9.67
002066,2012-05-30,6.84,6.52,-4.68
002066,2012-07-12,5.23,5.13,-1.91
002066,2018-06-25,7.16,7.27,1.54
688597,2023-04-27,12.38,12.83,3.63
688597,2025-06-27,7.77,7.81,0.51
600063,1998-12-07,8.9,8.79,-1.24
600063,2003-11-14,5.2,5.53,6.35
600063,2023-04-28,5.52,5.54,0.36
601969,2017-12-11,8.85,8.92,0.79
601969,2017-12-12,8.85,8.89,0.45
601969,2018-06-25,5.42,5.41,-0.18
601969,2018-06-26,5.44,5.5,1.1
600582,2002-11-15,19.33,18.4,-4.81
600582,2002-11-18,19.28,18.39,-4.62
600582,2010-07-07,17.43,12.68,-27.25
600582,2010-07-16,12.81,14.44,12.72
000066,2021-04-16,12.8,12.38,-3.28
603960,2022-03-11,22.1,20.79,-5.93
002800,2018-08-13,19.0,17.9,-5.79
002800,2021-02-09,16.45,17.27,4.98
002800,2021-06-01,13.56,13.34,-1.62
002725,2017-05-31,16.33,18.25,11.76
002852,2022-10-13,11.17,11.02,-1.34
002852,2022-10-27,10.65,11.29,6.01
000411,2007-11-15,10.8,12.41,14.91
000411,2018-07-04,13.56,12.39,-8.63
000042,1997-09-19,18.25,17.11,-6.25
000042,2003-11-05,7.05,6.55,-7.09
000042,2008-08-15,8.18,7.83,-4.28
000042,2011-12-19,14.11,13.54,-4.04
000042,2014-06-25,10.7,10.92,2.06
601163,2018-06-26,13.26,13.39,0.98
603027,2017-06-13,17.5,17.29,-1.2
601636,2022-04-19,11.61,10.34,-10.94
600163,2022-09-22,6.19,5.79,-6.46
601952,2018-06-27,6.69,6.92,3.44
600133,2019-08-12,5.18,5.29,2.12
000953,2002-11-27,8.2,9.07,10.61
000953,2011-06-22,7.15,7.47,4.48
000953,2018-06-04,6.34,6.05,-4.57
600884,1998-12-08,23.27,22.3,-4.17
600884,1999-01-21,16.08,15.25,-5.16
600884,2004-06-30,5.52,5.94,7.61
600884,2021-04-16,13.4,15.35,14.55
002962,2021-02-10,13.74,15.14,10.19
002962,2021-11-01,11.5,11.57,0.61
000407,2008-10-21,5.26,5.12,-2.66
002441,2011-05-18,19.58,18.46,-5.72
002441,2011-12-19,15.52,14.52,-6.44
002441,2012-07-20,12.75,12.63,-0.94
002441,2017-05-26,10.61,10.74,1.23
002441,2017-05-31,10.58,10.93,3.31
601177,2013-07-01,6.29,6.51,3.5
601177,2018-06-25,6.16,6.17,0.16
601177,2018-06-26,6.2,6.26,0.97
002606,2021-02-10,6.1,6.45,5.74
600273,2012-06-11,6.22,6.32,1.61
002423,2012-07-20,5.97,5.94,-0.5
002423,2016-06-17,9.73,9.03,-7.19
002423,2018-05-29,11.13,10.12,-9.07
002423,2018-06-05,10.12,10.98,8.5
002423,2022-05-13,6.39,6.63,3.76
002423,2025-01-09,12.6,12.82,1.75
601101,2014-01-13,6.45,6.26,-2.95
601101,2017-10-24,8.72,8.4,-3.67
603569,2021-01-18,7.12,6.89,-3.23
600478,2011-12-13,16.65,15.52,-6.79
600478,2012-10-19,22.61,19.2,-15.08
600478,2014-12-25,19.94,20.02,0.4
600478,2014-12-26,19.94,19.79,-0.75
600478,2016-08-03,10.76,11.06,2.79
600084,2001-10-16,9.6,9.36,-2.5
600084,2010-05-14,7.56,7.36,-2.65
600084,2010-07-05,6.58,7.04,6.99
600084,2012-08-07,5.46,5.13,-6.04
600577,2004-06-16,8.11,8.24,1.6
600577,2022-01-11,7.03,7.5,6.69
600577,2022-03-11,5.74,5.65,-1.57
601156,2024-07-26,15.25,15.75,3.28
603703,2022-04-15,17.42,16.75,-3.85
603703,2025-04-11,9.65,9.93,2.9
601233,2013-07-02,5.13,4.88,-4.87
601233,2021-03-29,19.94,20.9,4.81
601233,2025-04-14,10.28,10.26,-0.19
002508,2014-05-23,30.35,29.98,-1.22
002508,2018-08-29,22.84,21.6,-5.43
002846,2024-01-26,9.03,7.2,-20.27
002094,2018-06-22,9.1,9.01,-0.99
600814,1995-01-26,5.23,5.18,-0.96
600814,2017-11-22,8.7,9.1,4.6
002550,2016-06-06,8.88,8.54,-3.83
002550,2016-06-07,8.86,8.38,-5.42
002550,2016-06-23,8.34,8.34,0.0
002079,2012-05-24,6.01,6.1,1.5
002079,2016-12-16,9.28,9.13,-1.62
002079,2016-12-19,9.19,9.37,1.96
002079,2017-05-31,7.08,7.33,3.53
002079,2021-02-10,8.13,8.72,7.26
600736,1997-07-10,14.5,15.49,6.83
600736,2001-08-31,10.41,10.38,-0.29
600736,2010-01-29,7.02,6.78,-3.42
603332,2023-07-10,8.39,8.65,3.1
603332,2023-08-10,8.45,8.48,0.36
603323,2018-06-25,6.04,6.0,-0.66
600331,2011-06-22,13.18,13.23,0.38
600331,2012-08-03,6.14,6.59,7.33
002245,2018-06-26,6.31,6.38,1.11
603855,2022-04-14,18.92,19.42,2.64
603855,2022-04-15,18.86,19.6,3.92
603855,2024-09-12,15.87,15.09,-4.91
002963,2022-05-05,11.12,11.88,6.83
002023,2010-06-24,12.07,10.55,-12.59
002023,2011-12-20,10.1,9.92,-1.78
002023,2017-05-31,9.96,10.19,2.31
002023,2021-02-04,11.97,12.9,7.77
002023,2021-04-20,10.9,10.22,-6.24
002274,2012-07-23,7.22,7.03,-2.63
002274,2016-02-01,7.39,7.8,5.55
002227,2012-12-06,14.41,14.75,2.36
002227,2014-12-25,19.85,18.55,-6.55
002227,2014-12-26,19.51,19.38,-0.67
002227,2018-02-13,15.16,16.17,6.66
002227,2018-06-27,12.49,14.22,13.85
002227,2024-02-20,7.53,9.31,23.64
688277,2021-11-03,20.08,21.0,4.58
688277,2021-11-04,20.28,21.25,4.78
002673,2017-01-23,18.73,18.78,0.27
002673,2018-02-23,10.46,10.0,-4.4
600749,1998-10-07,17.08,17.22,0.82
600749,2003-05-16,8.48,8.59,1.3
600749,2018-06-04,10.74,11.07,3.07
600749,2020-10-20,9.45,8.95,-5.29
600397,2003-01-07,7.89,8.88,12.55
600397,2005-01-10,5.08,5.04,-0.79
002112,2018-06-05,7.85,7.37,-6.11
002112,2018-06-06,7.84,7.27,-7.27
002939,2022-05-12,7.91,7.94,0.38
601966,2022-03-11,22.68,23.02,1.5
002493,2012-07-20,13.13,12.75,-2.89
002493,2017-05-24,9.42,9.24,-1.91
002493,2017-05-25,9.42,9.19,-2.44
002493,2021-11-11,15.79,15.9,0.7
600787,2000-07-07,13.9,13.88,-0.14
600787,2018-03-28,8.86,9.52,7.45
000554,2002-11-22,8.87,9.22,3.95
000554,2002-11-25,8.95,9.22,3.02
000554,2011-10-27,7.74,8.22,6.2
000782,2018-02-08,6.23,6.38,2.41
600312,2001-11-13,14.29,15.9,11.27
600312,2018-05-07,7.3,7.19,-1.51
600312,2018-08-08,5.13,5.14,0.19
600312,2022-09-21,7.1,6.98,-1.69
600312,2022-09-22,7.13,6.91,-3.09
002327,2018-08-09,8.34,8.22,-1.44
000599,1999-03-02,8.8,9.04,2.73
000599,2003-08-26,8.63,8.99,4.17
000599,2004-04-29,6.74,6.76,0.3
000599,2010-05-21,5.64,5.85,3.72
000815,2008-09-12,8.84,8.98,1.58
000815,2008-10-21,6.27,5.43,-13.4
601808,2011-05-10,18.86,18.72,-0.74
601808,2011-05-11,18.8,19.33,2.82
601808,2011-08-23,14.37,14.72,2.44
601808,2014-03-13,18.15,17.17,-5.4
601808,2017-05-09,10.8,10.85,0.46
601808,2018-06-25,9.31,9.29,-0.21
601808,2018-06-26,9.4,9.49,0.96
002627,2020-02-10,7.99,8.36,4.63
603586,2017-11-29,25.94,24.51,-5.51
600663,1997-01-10,23.53,23.32,-0.89
600663,1997-09-19,21.31,20.36,-4.46
600663,2005-03-29,6.16,6.08,-1.3
600663,2005-05-19,5.1,5.02,-1.57
600663,2011-06-03,14.75,14.38,-2.51
600663,2016-08-04,22.18,21.95,-1.04
600037,2002-11-25,17.99,17.57,-2.33
000635,2005-07-05,5.83,5.7,-2.23
000635,2013-07-01,7.1,6.99,-1.55
000635,2018-06-26,9.2,9.26,0.65
605266,2024-03-27,45.29,45.24,-0.11
600516,2008-09-12,8.55,9.42,10.18
600516,2011-06-22,12.23,12.8,4.66
600516,2013-04-02,8.77,8.78,0.11
600516,2013-04-03,8.74,8.84,1.14
600516,2016-12-16,9.21,9.23,0.22
000721,2001-10-16,12.18,11.02,-9.52
000421,1999-12-30,8.88,9.83,10.7
600756,1999-03-02,9.34,9.75,4.39
600756,2001-08-03,21.45,21.49,0.19
600756,2001-09-21,18.45,17.95,-2.71
600756,2021-02-10,12.77,13.62,6.66
002893,2021-02-09,6.36,6.93,8.96
600712,2017-05-22,7.04,6.77,-3.84
600712,2018-02-13,6.52,6.98,7.06
600192,2001-08-31,9.55,9.42,-1.36
600192,2001-09-19,9.39,9.23,-1.7
600192,2017-04-28,8.26,7.91,-4.24
600192,2017-05-02,8.29,8.01,-3.38
600192,2019-08-12,5.08,5.27,3.74
000850,2001-04-27,18.48,19.12,3.46
000850,2001-05-31,17.37,17.12,-1.44
002101,2018-06-05,14.12,14.58,3.26
002101,2018-08-22,7.68,7.94,3.39
000705,2001-01-19,14.05,14.13,0.57
000705,2018-06-25,6.2,6.29,1.45
600825,1996-01-24,7.5,7.57,0.93
600825,2001-06-04,21.14,20.5,-3.03
600825,2002-12-17,12.39,12.65,2.1
600825,2003-07-07,10.76,10.98,2.04
600825,2003-07-09,10.72,10.47,-2.33
600825,2005-01-11,6.84,6.8,-0.58
600825,2008-10-20,10.68,9.46,-11.42
600825,2011-06-22,6.6,6.75,2.27
600825,2017-06-06,6.93,7.01,1.15
002232,2011-05-18,11.6,10.8,-6.9
002232,2017-07-21,10.83,10.93,0.92
002232,2017-07-24,10.93,10.92,-0.09
600284,2011-06-01,15.19,15.01,-1.18
600284,2011-12-20,7.87,7.41,-5.84
000983,2003-01-07,6.15,6.7,8.94
000983,2005-05-30,7.67,7.15,-6.78
000983,2010-05-12,28.45,28.89,1.55
000983,2016-12-30,8.46,8.73,3.19
000983,2024-08-26,7.73,7.95,2.85
002140,2010-05-25,25.48,26.89,5.53
002140,2017-05-17,12.09,11.91,-1.49
002140,2018-06-26,7.4,7.59,2.57
002455,2012-07-02,9.51,9.41,-1.05
002455,2017-06-20,10.12,9.69,-4.25
603111,2017-05-26,11.45,11.49,0.35
603111,2018-07-04,6.76,6.41,-5.18
002255,2012-07-02,13.4,14.1,5.22
000521,2011-08-16,7.11,6.98,-1.83
600195,1999-09-28,8.7,8.3,-4.6
600195,1999-09-29,8.69,8.18,-5.87
600195,2003-07-30,6.18,6.23,0.81
600195,2013-06-28,11.14,11.73,5.3
600195,2018-07-17,13.96,13.99,0.21
600178,2010-05-14,12.62,11.88,-5.86
600178,2021-02-10,6.17,6.48,5.02
603106,2021-02-09,6.16,6.63,7.63
600888,2008-08-15,10.55,10.0,-5.21
600888,2012-06-01,12.28,11.38,-7.33
600249,2008-09-12,5.25,5.79,10.29
600249,2011-06-03,7.2,7.01,-2.64
600249,2017-11-28,6.09,5.61,-7.88
600249,2017-11-30,6.06,5.65,-6.77
600249,2017-12-08,5.72,6.27,9.62
600648,1995-01-18,17.14,16.35,-4.61
600648,1995-01-26,16.2,16.04,-0.99
600648,2004-07-19,8.4,7.93,-5.6
002177,2008-08-15,12.62,12.8,1.43
002177,2010-07-05,11.86,12.58,6.07
002177,2012-06-18,6.5,6.48,-0.31
002177,2017-04-28,6.23,6.05,-2.89
002177,2017-05-02,6.22,6.21,-0.16
002177,2017-05-31,5.53,5.7,3.07
600812,2010-07-07,9.13,9.27,1.53
600812,2011-06-03,11.17,11.34,1.52
600857,2003-11-13,5.08,6.29,23.82
600857,2017-04-21,14.54,14.82,1.93
603500,2024-05-27,7.26,6.96,-4.13
603500,2024-06-27,6.61,6.58,-0.45
002391,2011-06-01,17.58,17.2,-2.16
002391,2017-05-31,13.4,13.93,3.96
002391,2018-08-10,11.14,10.6,-4.85
002391,2018-08-13,11.22,10.79,-3.83
600463,2004-07-28,8.46,8.45,-0.12
600463,2010-07-05,6.07,6.54,7.74
600463,2013-07-01,5.8,5.58,-3.79
600463,2017-12-11,11.13,11.51,3.41
600463,2018-02-13,10.09,10.71,6.14
600463,2019-08-12,7.26,7.55,3.99
000798,2018-06-26,6.22,6.31,1.45
000798,2020-02-07,5.18,5.38,3.86
603600,2018-07-17,8.3,8.47,2.05
603600,2021-01-13,12.47,13.64,9.38
603600,2024-07-30,9.13,8.96,-1.86
002030,2010-02-01,13.84,13.41,-3.11
002030,2012-07-20,7.0,6.92,-1.14
002030,2012-07-23,6.96,6.73,-3.3
002030,2023-05-12,12.49,12.68,1.52
603305,2022-03-11,36.49,36.09,-1.1
603729,2018-06-26,38.62,39.14,1.35
600590,2004-05-28,9.0,9.17,1.89
600590,2011-12-19,7.36,6.79,-7.74
600590,2017-06-29,13.0,12.82,-1.38
600590,2017-11-29,10.99,10.69,-2.73
600590,2018-06-25,8.33,6.29,-24.49
600120,1999-09-29,32.42,31.59,-2.56
600120,2003-06-26,9.67,9.68,0.1
600120,2003-07-29,9.25,10.05,8.65
600120,2004-04-30,5.51,5.4,-2.0
600120,2014-01-16,11.09,12.3,10.91
600461,2016-12-19,7.56,7.56,0.0
002166,2012-08-22,12.32,12.7,3.08
002166,2023-05-18,7.31,7.57,3.56
603055,2019-06-18,7.66,7.8,1.83
603055,2019-08-13,6.7,6.77,1.04
603055,2020-11-06,7.3,7.59,3.97
600528,2016-06-17,10.27,9.98,-2.82
603918,2021-02-09,8.55,9.04,5.73
600558,2011-06-22,13.57,14.03,3.39
000995,2016-06-30,12.28,12.29,0.08
000995,2016-07-01,12.17,12.33,1.31
000995,2018-02-08,8.23,8.16,-0.85
600587,2003-07-07,12.7,12.87,1.34
600587,2008-08-15,6.66,7.04,5.71
600587,2016-02-01,25.1,25.71,2.43
600587,2017-06-06,16.85,17.37,3.09
600587,2022-12-26,21.68,22.19,2.35
603237,2024-07-30,14.95,15.3,2.34
000570,2001-08-03,10.09,10.08,-0.1
000570,2001-08-30,8.87,8.99,1.35
000570,2001-08-31,8.8,8.65,-1.7
000570,2017-12-11,5.54,5.57,0.54
603928,2024-06-28,7.83,7.61,-2.81
600021,2004-06-30,8.59,8.74,1.75
601677,2022-05-17,25.5,24.47,-4.04
601677,2022-05-18,25.2,24.89,-1.23
000700,2004-07-02,5.0,4.89,-2.2
000700,2017-12-01,5.83,5.7,-2.23
002590,2018-06-25,7.95,8.24,3.65
002103,2010-06-04,7.74,7.9,2.07
002103,2017-06-14,13.23,13.8,4.31
002103,2017-07-21,11.62,11.66,0.34
002238,2018-06-26,6.55,6.77,3.36
002238,2018-06-27,6.53,6.71,2.76
002238,2020-07-03,6.81,8.01,17.62
002238,2020-07-30,7.56,7.76,2.65
688310,2024-06-18,15.14,13.34,-11.89
688310,2025-12-08,15.14,14.64,-3.3
603777,2020-10-29,13.22,13.07,-1.13
603922,2021-01-04,13.92,14.59,4.81
603922,2021-01-05,13.87,14.79,6.63
002106,2007-10-26,28.44,28.5,0.21
603766,2017-05-31,7.0,7.24,3.43
600129,1998-07-07,14.0,14.07,0.5
600129,2017-05-31,13.13,13.35,1.68
600129,2018-08-08,12.1,12.23,1.07
600129,2024-07-02,29.52,27.93,-5.39
002041,2018-06-07,8.25,8.12,-1.58
002041,2018-07-17,6.46,6.49,0.46
002511,2014-06-24,7.83,8.13,3.83
002511,2018-09-12,7.69,7.82,1.69
002511,2022-03-14,12.89,12.64,-1.94
603385,2020-10-28,11.56,11.59,0.26
600667,2017-01-20,7.13,7.48,4.91
600667,2017-01-23,7.19,7.5,4.31
600667,2022-09-22,5.96,5.73,-3.86
600100,2000-05-25,44.84,46.9,4.59
600100,2000-05-26,45.05,46.0,2.11
600100,2008-09-12,10.39,11.25,8.28
600100,2020-05-07,7.39,7.37,-0.27
000009,1994-04-06,10.1,9.15,-9.41
000009,2001-08-03,6.2,6.19,-0.16
601801,2016-06-17,11.28,11.2,-0.71
601801,2023-07-31,7.93,8.14,2.65
600650,1996-09-16,9.0,9.69,7.67
600650,2010-05-13,12.87,11.19,-13.05
600650,2017-05-31,15.93,16.03,0.63
600650,2018-02-13,12.66,13.24,4.58
600650,2018-06-26,10.44,10.46,0.19
600998,2014-05-22,12.54,14.41,14.91
603959,2017-05-18,18.8,17.1,-9.04
603959,2017-05-19,18.81,17.16,-8.77
603959,2017-05-26,17.16,17.17,0.06
603959,2018-07-02,17.77,17.38,-2.19
603959,2023-10-26,7.52,7.69,2.26
002513,2012-06-11,10.86,11.1,2.21
002582,2012-08-20,13.84,14.47,4.55
002582,2018-11-01,7.85,8.11,3.31
002582,2021-07-06,9.33,9.46,1.39
002582,2021-08-03,8.93,9.15,2.46
002324,2018-06-27,11.6,11.15,-3.88
002011,2011-12-29,8.89,9.5,6.86
002011,2016-04-26,11.17,11.42,2.24
002011,2016-04-27,11.2,11.48,2.5
002011,2017-12-11,8.17,8.1,-0.86
000555,2014-04-02,24.17,25.4,5.09
000555,2021-11-03,11.2,11.57,3.3
000555,2024-07-01,9.4,8.65,-7.98
000555,2024-07-02,9.5,9.01,-5.16
603386,2022-09-21,10.53,10.01,-4.94
603386,2022-09-22,10.47,10.08,-3.72
603386,2023-05-11,10.22,10.54,3.13
002160,2018-06-05,5.15,4.93,-4.27
603169,2017-11-27,8.81,8.5,-3.52
600550,2003-11-12,5.03,5.06,0.6
600550,2008-09-12,17.13,19.37,13.08
600550,2012-09-03,7.16,7.38,3.07
600550,2025-01-08,7.47,7.54,0.94
002278,2011-05-03,12.83,12.7,-1.01
002278,2011-05-20,12.2,11.14,-8.69
002278,2017-08-02,8.68,8.99,3.57
603912,2021-11-02,13.22,13.47,1.89
002125,2008-04-08,10.96,9.9,-9.67
002125,2012-08-31,6.92,7.45,7.66
002125,2014-12-26,10.46,10.75,2.77
002125,2018-06-25,7.14,8.03,12.46
002125,2018-06-26,7.22,8.04,11.36
002367,2012-04-06,8.88,9.19,3.49
002367,2017-12-11,8.62,8.61,-0.12
002367,2018-06-05,7.19,7.28,1.25
002695,2017-04-28,19.03,17.78,-6.57
002562,2012-07-02,12.78,13.73,7.43
002562,2018-05-08,11.18,11.84,5.9
601933,2011-06-22,22.4,23.81,6.29
601933,2014-05-06,6.03,6.02,-0.17
601933,2021-05-12,5.47,5.47,0.0
603927,2021-02-09,33.38,35.64,6.77
603927,2021-07-29,26.5,25.5,-3.77
603927,2024-07-10,16.77,16.63,-0.83
000856,2020-02-07,8.79,9.07,3.19
000856,2021-02-10,5.75,6.45,12.17
600191,2017-02-10,12.11,11.94,-1.4
002093,2008-08-15,11.81,11.7,-0.93
002093,2008-10-31,7.47,7.35,-1.61
002093,2010-04-07,16.49,16.17,-1.94
002093,2011-06-01,13.0,12.76,-1.85
600203,2003-10-22,5.59,4.99,-10.73
600203,2003-10-31,5.0,4.58,-8.4
600203,2017-05-31,7.96,8.06,1.26
603609,2015-09-24,9.98,9.97,-0.1
603609,2017-05-31,9.35,9.53,1.93
000001,1994-04-07,14.75,12.2,-17.29
000001,2004-10-27,6.99,7.11,1.72
000001,2008-07-04,19.03,20.9,9.83
000823,1999-03-01,7.88,8.05,2.16
000823,2012-11-02,10.34,9.67,-6.48
002600,2022-03-11,5.51,5.27,-4.36
000089,2008-11-06,5.25,5.97,13.71
603917,2024-07-22,10.12,10.32,1.98
000931,2011-12-20,5.21,4.88,-6.33
600824,1996-01-24,7.13,7.25,1.68
600824,2003-11-13,5.75,6.2,7.83
002063,2021-07-07,7.57,7.74,2.25
002783,2017-07-21,20.24,25.36,25.3
002783,2018-06-05,10.0,9.37,-6.3
002783,2021-01-04,10.18,8.49,-16.6
002783,2021-01-13,8.82,9.53,8.05
601198,2017-12-29,14.4,14.65,1.74
601198,2021-02-10,10.41,11.68,12.2
002184,2011-05-03,11.47,11.41,-0.52
002184,2022-02-08,12.47,12.29,-1.44
002184,2022-03-18,10.91,10.78,-1.19
002532,2023-05-18,6.63,6.36,-4.07
002532,2025-04-11,7.35,7.35,0.0
603429,2020-06-08,30.93,29.11,-5.88
603429,2020-06-09,30.8,29.02,-5.78
603429,2024-05-31,5.01,4.6,-8.18
002302,2013-05-28,12.76,12.1,-5.17
002302,2013-06-28,9.14,8.89,-2.74
600073,2013-06-17,6.97,6.57,-5.74
600186,1999-09-14,9.37,8.92,-4.8
600186,2002-07-17,9.48,9.44,-0.42
600186,2002-12-12,6.09,6.44,5.75
603387,2018-11-01,29.57,29.38,-0.64
603387,2021-08-16,20.01,18.71,-6.5
603387,2022-06-14,13.95,14.29,2.44
002452,2012-06-08,11.85,12.54,5.82
002452,2014-05-05,7.69,7.88,2.47
600583,2004-05-24,14.57,15.2,4.32
600583,2004-06-15,14.02,14.01,-0.07
600583,2010-05-21,5.95,6.11,2.69
600583,2018-06-25,5.01,5.1,1.8
600583,2018-06-26,5.08,5.29,4.13
600879,1996-09-17,7.63,8.69,13.89
600879,2000-06-15,26.88,27.0,0.45
600879,2001-05-15,17.55,18.6,5.98
600879,2008-05-27,18.23,18.06,-0.93
600879,2012-07-19,7.14,7.09,-0.7
600879,2012-07-20,7.15,7.07,-1.12
002451,2024-06-11,5.08,5.26,3.54
000719,2003-11-17,5.12,5.54,8.2
600630,1994-01-04,5.58,5.88,5.38
603977,2018-05-22,10.13,9.46,-6.61
603977,2018-05-23,10.16,9.06,-10.83
000665,2003-11-14,5.23,5.28,0.96
000665,2017-05-31,11.56,12.04,4.15
000665,2018-06-26,8.64,8.71,0.81
002015,2005-05-31,7.59,7.47,-1.58
002015,2013-12-27,5.28,5.41,2.46
002015,2013-12-30,5.28,5.32,0.76
002015,2014-01-15,5.0,5.09,1.8
000026,1994-04-25,8.95,12.1,35.2
000026,2008-08-15,7.46,6.99,-6.3
000026,2012-07-20,8.99,8.6,-4.34
000026,2018-06-25,8.91,8.69,-2.47
002732,2018-09-13,17.12,17.16,0.23
000676,2010-02-02,6.13,6.89,12.4
000803,2023-04-27,10.72,10.79,0.65
000803,2023-08-29,6.16,6.07,-1.46
605166,2023-06-13,9.12,8.94,-1.97
600996,2018-06-26,7.35,7.43,1.09
600996,2023-12-28,8.86,8.74,-1.35
601700,2013-06-18,7.82,7.69,-1.66
601700,2017-05-16,6.31,6.25,-0.95
601700,2017-05-17,6.29,6.1,-3.02
601700,2018-04-11,5.08,4.82,-5.12
002188,2013-12-09,8.02,7.84,-2.24
600727,1999-05-28,18.0,17.2,-4.44
600727,2017-11-09,8.85,8.44,-4.63
600727,2018-06-26,7.08,7.2,1.69
603096,2020-11-06,41.61,44.99,8.12
600742,1998-12-23,12.2,11.8,-3.28
600742,2003-06-24,10.37,9.39,-9.45
600742,2011-05-10,26.54,26.94,1.51
600742,2017-12-11,17.47,17.27,-1.14
600742,2017-12-29,16.51,17.57,6.42
600742,2018-08-08,10.47,10.43,-0.38
600483,2011-12-07,6.22,5.69,-8.52
002686,2018-02-12,9.8,10.22,4.29
002686,2020-02-07,5.15,5.26,2.14
002686,2025-01-08,5.11,5.5,7.63
603317,2025-05-08,11.44,11.35,-0.79
603317,2025-05-09,11.52,10.66,-7.47
002027,2018-08-23,9.24,8.68,-6.06
600877,2011-12-19,5.0,4.27,-14.6
000557,2008-04-08,5.84,5.31,-9.08
000543,2017-05-16,5.57,5.47,-1.8
002276,2017-05-17,11.23,10.0,-10.95
002276,2019-05-13,5.85,5.7,-2.56
600371,2013-07-01,10.41,8.42,-19.12
600371,2013-08-02,8.43,8.84,4.86
603053,2021-02-10,9.59,10.16,5.94
002062,2008-08-15,11.49,11.36,-1.13
002062,2011-06-01,10.8,10.71,-0.83
002062,2011-12-22,6.12,6.06,-0.98
002062,2016-05-16,5.4,5.33,-1.3
000048,1995-05-09,6.41,6.22,-2.96
000048,2001-06-25,10.97,11.2,2.1
000048,2001-08-03,8.65,9.0,4.05
000048,2007-11-28,5.14,5.23,1.75
000048,2017-12-21,20.38,19.98,-1.96
000048,2017-12-22,20.35,20.06,-1.43
000048,2024-07-01,13.73,14.03,2.18
000829,2012-07-20,5.67,5.48,-3.35
000829,2018-06-26,7.36,7.41,0.68
000829,2018-10-18,5.28,5.54,4.92
002563,2011-12-20,41.2,38.88,-5.63
002563,2012-07-27,23.18,22.52,-2.85
600234,2004-06-16,5.82,5.82,0.0
600722,1999-09-27,15.78,14.99,-5.01
600722,2001-11-13,7.21,7.71,6.93
600722,2001-11-14,7.21,7.7,6.8
600855,2003-07-08,7.74,7.65,-1.16
600855,2017-05-31,17.26,18.62,7.88
600229,2001-09-19,10.21,9.88,-3.23
600229,2017-05-26,8.97,8.97,0.0
600638,1996-01-24,8.56,8.65,1.05
600638,2000-09-11,16.18,15.46,-4.45
600638,2000-09-25,15.16,15.5,2.24
600638,2020-02-07,5.28,5.46,3.41
000593,2002-01-07,14.1,14.26,1.13
000593,2017-01-20,10.17,10.22,0.49
000593,2017-12-01,8.88,8.68,-2.25
000650,2008-04-08,13.7,12.2,-10.95
000650,2008-08-15,7.65,7.55,-1.31
000650,2012-05-31,7.93,8.08,1.89
000650,2012-06-01,7.96,7.98,0.25
000650,2012-09-06,6.57,6.73,2.44
000650,2012-11-06,5.72,5.23,-8.57
600007,2013-07-01,9.2,8.92,-3.04
600007,2016-01-15,14.06,13.63,-3.06
600007,2016-01-18,14.06,14.19,0.92
002832,2019-07-23,25.09,25.3,0.84
002832,2020-05-29,13.17,13.83,5.01
002531,2020-04-03,5.12,5.33,4.1
002531,2022-11-02,12.47,13.32,6.82
603871,2020-06-22,21.36,21.75,1.83
603871,2021-06-21,16.98,16.19,-4.65
603871,2021-06-22,16.78,16.24,-3.22
603871,2023-06-29,15.15,14.96,-1.25
603871,2024-08-26,16.5,17.24,4.48
002295,2011-06-01,10.56,10.66,0.95
002295,2018-06-25,6.49,6.68,2.93
603819,2019-06-20,12.48,13.84,10.9
603819,2024-09-11,7.95,7.84,-1.38
002923,2022-02-07,20.66,20.32,-1.65
002332,2014-05-14,7.9,7.95,0.63
002332,2017-05-31,7.57,8.12,7.27
002332,2017-07-14,8.22,7.7,-6.33
601928,2023-08-04,10.37,10.28,-0.87
600348,2005-03-24,10.11,9.8,-3.07
600348,2013-07-01,8.97,8.16,-9.03
600348,2014-01-13,6.41,6.14,-4.21
688026,2020-12-15,54.8,57.48,4.89
688026,2021-09-17,71.08,67.65,-4.83
688026,2022-06-14,45.2,47.09,4.18
000812,2000-05-16,14.38,14.88,3.48
000812,2000-05-17,14.3,14.96,4.62
000812,2007-10-30,6.28,6.69,6.53
000812,2017-05-17,8.58,8.02,-6.53
601890,2011-06-15,13.43,13.51,0.6
002667,2018-06-06,7.67,6.66,-13.17
002667,2021-02-09,5.74,6.19,7.84
002461,2011-12-19,10.57,10.16,-3.88
002461,2018-05-18,6.32,6.39,1.11
002461,2018-05-21,6.31,7.03,11.41
000685,1998-02-27,16.3,16.23,-0.43
000685,2003-09-19,8.19,7.22,-11.84
000685,2003-09-23,8.16,7.33,-10.17
000685,2012-07-18,10.97,10.63,-3.1
000685,2013-06-28,9.32,9.5,1.93
000685,2015-08-31,11.8,12.53,6.19
